SED_CODE_2021,M_PoDe_PoDe_NFD_Mng,M_PoDe_PoDe_NFD_Pro,M_PoDe_PoDe_NFD_TTW,M_PoDe_PoDe_NFD_CPS,M_PoDe_PoDe_NFD_CA,M_PoDe_PoDe_NFD_Sal,M_PoDe_PoDe_NFD_MOD,M_PoDe_PoDe_NFD_Lab,M_PoDe_PoDe_NFD_IDNS,M_PoDe_PoDe_NFD_Tot,M_PoDe_DoctDe_Mng,M_PoDe_DoctDe_Pro,M_PoDe_DoctDe_TTW,M_PoDe_DoctDe_CPS,M_PoDe_DoctDe_CA,M_PoDe_DoctDe_Sal,M_PoDe_DoctDe_MOD,M_PoDe_DoctDe_Lab,M_PoDe_DoctDe_IDNS,M_PoDe_DoctDe_Tot,M_PoDe_MasDe_Mng,M_PoDe_MasDe_Pro,M_PoDe_MasDe_TTW,M_PoDe_MasDe_CPS,M_PoDe_MasDe_CA,M_PoDe_MasDe_Sal,M_PoDe_MasDe_MOD,M_PoDe_MasDe_Lab,M_PoDe_MasDe_IDNS,M_PoDe_MasDe_Tot,M_GrDiGrCer_GrDiGrCerNFD_Mng,M_GrDiGrCer_GrDiGrCerNFD_Pro,M_GrDiGrCer_GrDiGrCerNFD_TTW,M_GrDiGrCer_GrDiGrCerNFD_CPS,M_GrDiGrCer_GrDiGrCerNFD_CA,M_GrDiGrCer_GrDiGrCerNFD_Sal,M_GrDiGrCer_GrDiGrCerNFD_MOD,M_GrDiGrCer_GrDiGrCerNFD_Lab,M_GrDiGrCer_GrDiGrCerNFD_IDNS,M_GrDiGrCer_GrDiGrCerNFD_Tot,M_GrDi_GrCer_GrDi_Mng,M_GrDi_GrCer_GrDi_Pro,M_GrDi_GrCer_GrDi_TTW,M_GrDi_GrCer_GrDi_CPS,M_GrDi_GrCer_GrDi_CA,M_GrDi_GrCer_GrDi_Sal,M_GrDi_GrCer_GrDi_MOD,M_GrDi_GrCer_GrDi_Lab,M_GrDi_GrCer_GrDi_IDNS,M_GrDi_GrCer_GrDi_Tot,M_GrDi_GrCer_GradCer_Mng,M_GrDi_GrCer_GradCer_Pro,M_GrDi_GrCer_GradCer_TTW,M_GrDi_GrCer_GradCer_CPS,M_GrDi_GrCer_GradCer_CA,M_GrDi_GrCer_GradCer_Sal,M_GrDi_GrCer_GradCer_MOD,M_GrDi_GrCer_GradCer_Lab,M_GrDi_GrCer_GradCer_IDNS,M_GrDi_GrCer_GradCer_Tot,M_BaDe_BaDe_Mng,M_BaDe_BaDe_Pro,M_BaDe_BaDe_TTW,M_BaDe_BaDe_CPS,M_BaDe_BaDe_CA,M_BaDe_BaDe_Sal,M_BaDe_BaDe_MOD,M_BaDe_BaDe_Lab,M_BaDe_BaDe_IDNS,M_BaDe_BaDe_Tot,M_AdvDi_Di_AdvDi_Di_NFD_Mng,M_AdvDi_Di_AdvDi_Di_NFD_Pro,M_AdvDi_Di_AdvDi_Di_NFD_TTW,M_AdvDi_Di_AdvDi_Di_NFD_CPS,M_AdvDi_Di_AdvDi_Di_NFD_CA,M_AdvDi_Di_AdvDi_Di_NFD_Sal,M_AdvDi_Di_AdvDi_Di_NFD_MOD,M_AdvDi_Di_AdvDi_Di_NFD_Lab,M_AdvDi_Di_AdvDi_Di_NFD_IDNS,M_AdvDi_Di_AdvDi_Di_NFD_Tot,M_AdvDi_Di_AdvDi_AsDe_Mng,M_AdvDi_Di_AdvDi_AsDe_Pro,M_AdvDi_Di_AdvDi_AsDe_TTW,M_AdvDi_Di_AdvDi_AsDe_CPS,M_AdvDi_Di_AdvDi_AsDe_CA,M_AdvDi_Di_AdvDi_AsDe_Sal,M_AdvDi_Di_AdvDi_AsDe_MOD,M_AdvDi_Di_AdvDi_AsDe_Lab,M_AdvDi_Di_AdvDi_AsDe_IDNS,M_AdvDi_Di_AdvDi_AsDe_Tot,M_AdvDi_Di_Dip_Mng,M_AdvDi_Di_Dip_Pro,M_AdvDi_Di_Dip_TTW,M_AdvDi_Di_Dip_CPS,M_AdvDi_Di_Dip_CA,M_AdvDi_Di_Dip_Sal,M_AdvDi_Di_Dip_MOD,M_AdvDi_Di_Dip_Lab,M_AdvDi_Di_Dip_IDNS,M_AdvDi_Di_Dip_Tot,M_Cert_CertIII_IV_Mng,M_Cert_CertIII_IV_Pro,M_Cert_CertIII_IV_TTW,M_Cert_CertIII_IV_CPS,M_Cert_CertIII_IV_CA,M_Cert_CertIII_IV_Sal,M_Cert_CertIII_IV_MOD,M_Cert_CertIII_IV_Lab,M_Cert_CertIII_IV_IDNS,M_Cert_CertIII_IV_Tot,M_Cert_CertI_II_Mng,M_Cert_CertI_II_Pro,M_Cert_CertI_II_TTW,M_Cert_CertI_II_CPS,M_Cert_CertI_II_CA,M_Cert_CertI_II_Sal,M_Cert_CertI_II_MOD,M_Cert_CertI_II_Lab,M_Cert_CertI_II_IDNS,M_Cert_CertI_II_Tot,M_Cert_Cert_nfd_Mng,M_Cert_Cert_nfd_Pro,M_Cert_Cert_nfd_TTW,M_Cert_Cert_nfd_CPS,M_Cert_Cert_nfd_CA,M_Cert_Cert_nfd_Sal,M_Cert_Cert_nfd_MOD,M_Cert_Cert_nfd_Lab,M_Cert_Cert_nfd_IDNS,M_Cert_Cert_nfd_Tot,M_LE_ID_Mng,M_LE_ID_Pro,M_LE_ID_TTW,M_LE_ID_CPS,M_LE_ID_CA,M_LE_ID_Sal,M_LE_ID_MOD,M_LE_ID_Lab,M_LE_ID_IDNS,M_LE_ID_Tot,M_LE_NS_Mng,M_LE_NS_Pro,M_LE_NS_TTW,M_LE_NS_CPS,M_LE_NS_CA,M_LE_NS_Sal,M_LE_NS_MOD,M_LE_NS_Lab,M_LE_NS_IDNS,M_LE_NS_Tot,M_Tot_Mng,M_Tot_Pro,M_Tot_TTW,M_Tot_CPS,M_Tot_CA,M_Tot_Sal,M_Tot_MOD,M_Tot_Lab,M_Tot_IDNS,M_Tot_Tot,F_PoDe_PoDe_NFD_Mng,F_PoDe_PoDe_NFD_Pro,F_PoDe_PoDe_NFD_TTW,F_PoDe_PoDe_NFD_CPS,F_PoDe_PoDe_NFD_CA,F_PoDe_PoDe_NFD_Sal,F_PoDe_PoDe_NFD_MOD,F_PoDe_PoDe_NFD_Lab,F_PoDe_PoDe_NFD_IDNS,F_PoDe_PoDe_NFD_Tot,F_PoDe_DoctDe_Mng,F_PoDe_DoctDe_Pro,F_PoDe_DoctDe_TTW,F_PoDe_DoctDe_CPS,F_PoDe_DoctDe_CA,F_PoDe_DoctDe_Sal,F_PoDe_DoctDe_MOD,F_PoDe_DoctDe_Lab,F_PoDe_DoctDe_IDNS,F_PoDe_DoctDe_Tot,F_PoDe_MasDe_Mng,F_PoDe_MasDe_Pro,F_PoDe_MasDe_TTW,F_PoDe_MasDe_CPS,F_PoDe_MasDe_CA,F_PoDe_MasDe_Sal,F_PoDe_MasDe_MOD,F_PoDe_MasDe_Lab,F_PoDe_MasDe_IDNS,F_PoDe_MasDe_Tot,F_GrDiGrCer_GrDiGrCerNFD_Mng,F_GrDiGrCer_GrDiGrCerNFD_Pro,F_GrDiGrCer_GrDiGrCerNFD_TTW,F_GrDiGrCer_GrDiGrCerNFD_CPS,F_GrDiGrCer_GrDiGrCerNFD_CA,F_GrDiGrCer_GrDiGrCerNFD_Sal,F_GrDiGrCer_GrDiGrCerNFD_MOD,F_GrDiGrCer_GrDiGrCerNFD_Lab,F_GrDiGrCer_GrDiGrCerNFD_IDNS,F_GrDiGrCer_GrDiGrCerNFD_Tot
SED50906,0,6,0,0,0,0,0,0,0,5,7,57,0,0,3,0,0,0,0,76,65,170,17,7,12,0,8,8,0,292,0,3,0,0,0,0,0,0,0,6,18,73,6,7,4,8,5,3,0,120,17,20,6,0,0,0,0,0,0,39,187,631,106,68,58,31,55,61,7,1216,0,0,0,0,0,0,0,0,0,0,80,58,73,19,15,15,29,12,5,301,98,111,144,44,31,28,47,36,4,550,280,143,1869,177,120,108,509,393,69,3650,11,7,55,20,6,22,43,55,0,229,19,10,32,11,3,19,24,28,0,141,11,20,10,3,0,0,16,11,0,77,21,12,34,7,4,10,32,27,26,172,808,1331,2351,369,263,243,769,637,116,6878,3,13,0,0,0,0,0,0,0,22,10,41,0,0,0,0,0,0,0,55,35,179,4,20,29,5,0,7,0,283,0,11,0,0,0,0,0,0,0,17
SED51004,3,11,0,0,3,0,0,0,0,17,6,59,0,0,5,0,0,0,0,72,132,240,12,15,24,19,10,9,6,466,10,13,0,0,0,0,0,0,0,23,26,86,6,10,8,4,0,0,3,137,21,8,4,8,6,3,5,0,0,53,384,762,149,139,147,64,60,58,19,1780,0,4,4,0,0,0,0,0,0,10,127,139,121,62,54,25,27,30,5,587,175,150,178,112,55,42,46,47,10,816,420,172,2176,203,185,125,366,373,81,4105,5,7,34,26,16,31,26,51,3,211,31,21,35,17,18,9,24,26,3,192,24,19,19,11,3,8,15,8,0,111,21,18,37,13,14,9,17,16,22,169,1389,1714,2782,612,529,342,606,615,153,8744,6,24,0,5,0,0,0,0,0,26,11,52,0,0,0,0,0,0,0,66,52,270,15,37,50,22,0,8,0,458,3,15,0,3,0,0,0,0,0,24
SED51104,0,8,0,0,0,0,0,0,0,9,8,28,4,0,6,4,0,0,0,46,76,168,14,17,27,3,9,3,0,322,6,4,0,0,0,0,0,0,0,9,14,51,6,11,3,3,3,0,0,97,17,21,0,3,0,0,0,0,0,53,225,539,136,135,79,56,60,69,7,1319,3,0,3,4,0,0,3,0,0,9,113,106,110,46,35,16,50,34,3,520,138,144,203,130,58,38,70,51,22,859,367,190,2623,261,186,131,639,478,96,4968,16,12,51,29,14,20,38,70,3,261,19,19,38,19,15,19,38,17,0,195,16,26,10,9,6,3,13,19,3,105,20,9,43,21,9,8,33,29,36,203,1045,1337,3244,697,443,312,959,771,175,8988,4,12,0,0,0,0,0,0,0,18,0,23,0,0,9,0,0,0,0,36,35,199,15,36,35,19,0,5,0,339,5,24,3,0,5,0,0,0,0,29
SED51205,0,3,0,0,0,0,0,0,0,11,11,126,5,0,6,0,3,0,3,164,114,459,61,78,103,47,109,80,21,1063,0,14,0,6,9,0,3,4,0,32,27,75,13,9,13,4,8,11,0,155,12,18,0,3,3,5,3,0,0,52,349,1190,377,225,278,116,313,256,53,3162,0,0,7,0,0,0,3,5,0,17,62,85,157,56,49,25,83,54,10,576,98,98,334,125,91,54,210,138,15,1161,196,114,1437,213,120,98,396,279,57,2916,10,7,36,26,13,26,31,55,0,210,18,11,48,21,6,11,37,32,0,177,23,22,22,14,7,12,29,16,0,142,13,16,70,20,18,14,38,43,43,279,931,2243,2567,798,716,409,1265,966,209,10100,0,19,0,7,7,0,0,0,0,29,9,90,3,6,5,0,0,0,3,119,92,391,61,206,140,67,12,92,14,1080,3,25,0,6,5,3,0,5,0,53
SED51304,11,9,0,0,0,0,0,0,0,25,31,163,3,0,5,0,0,0,0,204,294,433,18,14,47,6,8,3,11,838,15,19,0,0,4,0,0,0,0,33,86,126,5,14,17,4,3,0,0,265,24,26,5,6,5,0,0,0,0,73,834,1579,137,124,172,99,53,42,29,3065,0,0,0,0,0,0,0,0,0,4,135,164,87,31,28,24,15,19,3,520,169,147,143,43,37,39,24,14,6,629,366,135,1104,103,89,91,152,146,40,2223,16,12,15,12,5,15,10,23,0,102,25,16,21,13,9,19,6,9,0,127,26,30,13,6,4,0,4,5,3,94,27,24,17,13,7,12,6,11,22,132,2044,2887,1579,385,431,311,290,281,124,8335,5,19,0,0,0,0,0,0,0,31,21,140,3,5,6,0,0,0,4,174,152,482,7,30,66,16,0,3,0,755,14,44,0,5,6,0,0,0,0,62
SED51401,0,0,0,0,0,0,0,0,0,0,4,15,3,0,0,0,0,0,0,28,40,48,3,10,3,0,4,0,0,101,0,0,0,0,0,0,0,0,0,6,10,34,7,5,0,0,0,0,0,55,9,5,0,3,0,0,0,0,0,14,232,205,31,27,16,12,22,36,4,590,0,0,0,0,0,0,0,0,0,0,80,27,26,21,8,9,15,10,0,192,94,28,37,39,9,8,31,23,7,278,505,60,1126,91,59,78,397,293,42,2648,27,3,29,7,7,11,32,38,0,153,44,3,18,7,0,13,27,26,5,148,11,0,6,3,0,0,4,3,0,33,47,8,34,13,0,7,36,19,22,182,1104,438,1313,215,115,146,565,455,81,4441,0,5,0,0,0,0,0,0,0,6,4,19,0,3,0,0,0,0,0,31,25,92,0,15,14,9,3,0,0,155,8,8,0,0,0,0,0,0,0,10
SED51504,4,16,0,0,3,0,0,0,0,31,55,311,6,0,5,0,0,7,4,386,472,809,56,43,62,38,60,107,13,1653,21,38,0,0,0,0,0,5,0,60,89,205,7,13,10,0,0,6,5,332,27,26,0,4,8,0,0,5,0,71,1067,2160,191,134,202,149,118,196,43,4266,0,0,0,0,0,0,0,0,0,0,138,126,66,37,24,27,20,36,8,481,140,132,109,44,28,51,38,43,0,600,231,94,604,90,51,62,69,118,20,1334,6,11,11,8,4,18,6,10,0,68,29,20,16,12,5,10,4,11,0,117,17,40,8,8,10,7,3,8,3,103,27,29,13,3,12,5,5,13,19,131,2322,4010,1089,405,426,366,326,564,117,9616,10,34,0,0,7,0,0,0,0,54,33,249,3,0,12,0,0,0,4,308,241,755,28,111,141,34,3,78,9,1401,14,50,0,6,6,0,0,4,0,77
SED51605,0,6,0,0,0,0,0,0,0,14,17,89,3,3,0,0,0,0,4,119,145,304,54,14,42,26,20,15,12,623,5,12,3,0,0,0,0,0,0,22,34,92,13,6,10,0,7,0,0,158,15,21,0,3,6,0,0,0,0,47,380,1097,199,115,159,66,94,78,20,2207,0,0,5,0,5,0,4,0,0,9,120,125,125,31,28,17,39,41,8,544,152,134,219,71,70,44,68,57,6,825,432,192,2200,175,167,129,450,355,80,4179,15,15,40,23,14,21,29,53,0,218,35,18,41,15,16,13,24,19,10,191,14,27,36,13,4,0,4,14,0,115,25,29,53,13,9,8,23,18,26,203,1404,2158,2991,481,529,327,760,648,166,9471,0,16,0,0,0,0,0,0,0,17,7,78,0,0,3,0,0,4,0,93,73,348,13,51,81,26,0,4,4,599,7,20,0,0,9,0,0,0,0,34
SED51706,0,0,0,0,0,0,0,0,0,0,9,22,0,0,3,0,0,0,0,29,39,63,6,7,3,3,3,0,0,127,4,0,0,0,0,0,0,0,0,3,16,50,4,0,8,0,4,4,0,85,10,8,4,0,0,0,0,0,0,22,179,403,70,38,41,19,40,40,8,830,0,0,0,0,0,0,0,0,0,6,65,53,79,21,11,9,36,20,7,295,104,79,137,50,32,19,47,30,12,513,323,129,2370,135,126,97,679,393,86,4345,11,7,47,10,7,28,42,67,5,217,14,10,29,7,4,16,39,28,6,148,5,5,7,0,0,0,5,8,0,38,21,16,24,3,4,8,41,30,23,182,800,844,2782,275,238,197,938,624,146,6833,3,4,0,0,0,0,0,0,0,7,0,31,0,0,0,0,0,0,0,33,24,113,10,17,16,10,4,4,0,190,0,15,0,0,0,0,0,0,0,19
SED51804,5,22,0,0,0,0,0,0,5,28,65,403,8,0,3,0,0,0,4,485,524,836,28,28,65,28,9,15,23,1557,17,24,0,0,3,0,0,0,0,51,71,180,4,5,13,4,4,4,5,289,21,17,0,3,0,5,0,0,0,45,1143,2388,127,174,205,175,53,73,78,4409,0,0,0,0,0,0,0,0,0,0,149,141,35,26,26,33,10,8,5,435,121,75,66,42,28,46,18,18,8,419,203,58,346,79,29,46,45,78,21,909,10,7,7,5,6,7,4,8,4,55,18,22,11,13,3,6,6,5,0,81,19,47,3,7,8,5,0,5,0,94,36,40,8,9,8,9,4,13,20,145,2403,4254,641,399,393,362,151,222,174,8999,4,35,0,3,9,0,0,0,0,45,33,338,0,4,8,4,0,0,4,388,266,819,12,37,120,27,0,3,14,1297,23,43,0,3,5,3,0,0,0,74
SED51902,0,0,0,0,0,0,0,0,0,0,9,43,3,0,0,0,0,4,3,57,60,143,14,9,18,5,13,7,5,268,4,6,0,0,0,0,0,0,0,14,30,49,3,11,3,0,0,3,0,110,15,12,3,6,3,0,0,0,0,45,273,532,124,65,81,41,67,39,20,1238,0,0,0,0,0,0,0,4,0,6,101,108,89,32,31,12,49,31,4,450,147,106,150,68,57,30,73,27,4,655,518,178,2580,184,164,110,598,357,91,4778,10,12,40,19,14,19,43,53,0,210,36,13,45,13,6,18,39,15,5,199,17,14,21,0,6,4,21,6,4,84,23,13,36,12,9,12,38,25,40,200,1240,1215,3115,415,398,256,929,568,178,8318,0,7,0,0,0,0,0,0,0,12,6,37,3,0,0,0,0,0,5,54,48,193,5,35,32,12,8,8,6,338,0,14,0,3,0,0,0,0,0,19
SED52006,0,4,0,0,0,0,0,0,0,7,4,15,0,0,0,0,0,3,0,25,62,92,9,11,4,5,4,0,3,197,3,4,0,0,0,0,0,0,0,3,19,30,8,6,0,3,3,0,0,73,6,11,3,0,3,0,0,0,0,26,137,404,50,50,37,25,35,32,10,787,5,0,0,0,0,0,0,0,0,4,85,63,69,34,23,19,29,15,6,348,96,87,114,45,26,31,55,36,13,496,305,131,1785,110,75,86,477,285,75,3338,6,0,34,11,8,12,23,46,3,149,15,5,25,4,5,5,28,16,5,112,13,14,16,6,3,0,8,5,0,68,15,13,35,9,4,10,35,21,21,159,769,879,2159,296,198,194,704,460,138,5808,0,11,0,0,0,0,0,0,0,13,6,23,0,0,4,0,0,0,0,32,45,121,8,16,15,4,3,0,0,206,3,22,0,0,0,0,0,0,0,22
SED52102,0,0,0,0,0,0,0,0,0,0,8,48,0,0,0,0,0,0,3,61,84,141,19,21,32,8,17,10,4,342,4,0,0,0,3,4,3,0,0,17,11,54,0,9,3,0,4,4,0,92,8,8,6,0,3,0,3,0,0,38,213,523,148,67,98,33,80,45,15,1215,3,3,0,0,0,0,0,3,0,8,53,58,108,32,24,13,43,20,3,362,122,91,180,62,51,28,83,41,18,673,317,145,1928,142,154,109,511,297,78,3680,11,8,42,11,14,16,42,51,3,196,17,6,35,17,9,9,38,14,3,149,11,17,20,4,3,3,6,11,0,71,14,12,43,5,0,6,41,15,27,167,877,1118,2542,385,405,225,868,505,152,7070,3,13,0,0,0,0,0,0,0,16,4,34,4,0,3,0,0,0,0,46,36,168,12,44,50,14,6,6,6,344,0,10,0,0,5,3,0,0,0,10
SED52205,5,14,0,0,0,0,0,0,0,22,44,249,7,3,8,0,0,0,0,308,231,465,31,30,34,6,9,11,14,822,4,8,0,0,0,0,0,0,4,22,57,151,16,10,8,8,6,0,0,249,17,25,7,3,6,3,0,0,0,61,479,1383,201,170,126,81,66,113,31,2641,0,0,3,0,0,0,0,3,0,8,88,165,110,38,31,13,13,19,7,486,154,125,173,66,39,39,31,39,14,672,295,170,1330,161,84,63,217,234,51,2598,9,15,20,20,8,10,14,28,3,136,34,26,33,27,10,11,20,23,0,176,11,28,23,3,3,0,10,9,0,95,22,27,23,14,5,7,22,21,28,181,1450,2845,1969,549,360,240,404,500,156,8477,0,18,0,0,3,3,0,0,0,31,32,268,0,4,11,0,0,0,5,310,161,676,18,56,66,5,3,8,11,1004,7,47,0,4,3,0,0,0,0,65
SED52301,0,6,0,0,0,0,0,0,0,6,9,30,0,0,0,0,0,0,0,39,44,110,5,3,8,5,4,7,0,177,0,0,0,0,0,0,0,0,0,8,6,46,6,5,3,0,0,3,0,72,9,13,3,6,0,0,0,0,0,26,143,410,47,53,36,14,19,23,5,754,0,0,0,0,0,0,0,0,0,0,69,78,42,27,15,15,23,15,5,284,90,74,85,65,34,14,31,36,6,432,299,144,1737,172,94,117,415,344,53,3387,26,12,32,17,11,39,41,61,0,239,20,8,19,10,3,11,15,27,0,119,8,12,18,0,0,4,11,14,6,68,15,19,24,11,4,9,20,27,20,150,741,955,2011,363,212,224,582,550,100,5746,5,8,0,0,0,0,0,0,0,11,0,26,0,0,0,0,0,0,0,32,39,149,3,10,12,9,0,0,0,210,0,14,0,3,0,0,0,0,0,17
SED52404,0,7,0,0,0,0,0,0,0,9,18,93,4,0,4,0,0,0,3,124,192,283,23,16,31,6,6,4,4,570,3,10,0,0,0,0,0,0,0,17,48,118,7,11,9,0,0,3,0,197,15,20,5,4,6,0,0,0,0,61,522,1050,140,116,154,68,37,59,27,2164,3,0,7,0,0,0,0,0,0,12,136,135,97,39,36,16,25,20,6,508,175,137,181,70,40,32,20,39,6,704,400,199,1882,161,126,108,246,267,50,3427,12,4,25,9,5,12,12,19,0,96,37,14,35,19,12,8,13,17,4,157,26,26,22,4,0,4,3,3,4,89,15,19,27,14,6,9,12,19,20,150,1613,2119,2439,478,431,265,380,450,116,8282,4,18,0,0,8,0,0,0,0,29,5,79,3,0,11,0,0,0,0,99,79,359,6,30,41,13,0,4,4,532,7,27,0,0,4,0,0,0,0,39
SED52505,9,11,0,0,0,0,0,0,0,19,29,164,6,3,0,0,3,0,0,209,262,693,74,49,106,52,75,34,19,1351,3,32,4,8,3,0,5,0,0,58,37,133,8,6,12,5,5,6,0,213,10,32,9,12,3,0,0,0,0,71,569,1888,357,183,293,144,238,128,45,3847,5,0,0,4,0,0,0,0,0,12,159,146,159,77,39,26,71,27,4,714,207,160,279,124,97,47,145,52,18,1130,389,180,1746,192,167,119,353,257,54,3456,14,10,28,21,16,22,27,37,3,174,34,17,39,29,23,19,25,18,0,206,32,29,23,3,4,8,14,11,0,131,33,38,40,14,12,10,34,13,30,224,1797,3520,2780,724,789,451,991,578,188,11817,0,12,0,0,0,0,0,0,0,22,13,129,3,0,4,0,0,0,0,156,118,596,53,124,182,49,3,26,6,1157,9,37,0,3,7,0,0,0,0,63
SED52604,9,12,0,0,0,0,0,0,0,21,16,88,0,3,5,0,0,3,0,110,178,277,18,24,28,10,16,16,4,574,3,22,0,0,3,0,0,0,0,24,36,101,3,0,6,0,0,3,0,150,23,31,0,8,4,0,0,0,0,80,473,975,144,121,145,88,46,59,23,2073,4,0,0,0,0,0,0,0,0,6,145,154,101,48,42,16,16,30,11,571,161,121,168,81,40,39,32,41,14,703,369,158,1785,192,137,106,304,264,69,3393,15,8,28,22,5,12,22,23,3,141,29,24,46,15,18,15,9,13,6,183,20,20,21,6,3,3,7,12,0,91,29,27,22,9,9,6,13,14,29,155,1494,2013,2342,535,451,314,477,484,166,8274,0,28,0,0,0,0,0,0,0,24,17,85,5,3,9,0,0,0,0,110,75,312,10,27,43,16,0,9,6,497,9,17,0,0,5,0,0,0,0,32
SED52702,0,6,0,0,0,0,0,0,0,16,25,101,3,0,0,0,0,0,0,136,128,220,18,6,16,3,0,4,5,409,4,10,0,0,0,0,0,0,0,17,55,107,5,12,15,0,6,4,6,196,23,22,4,8,7,0,0,0,0,72,421,921,87,80,102,33,31,35,15,1717,0,0,0,0,0,0,0,0,0,6,125,142,82,39,35,20,21,15,5,491,162,109,142,38,35,29,30,26,5,575,428,184,1563,142,101,80,278,192,64,3029,10,6,35,12,4,15,24,34,0,141,24,18,20,13,11,11,16,16,4,135,12,16,12,5,7,0,10,3,0,66,21,28,29,9,7,0,17,7,17,137,1447,1900,2001,369,331,205,428,341,127,7141,9,17,0,0,0,0,0,0,0,27,14,91,0,4,5,0,0,0,0,121,82,321,10,18,19,4,0,3,5,465,3,26,0,5,5,0,0,0,0,35
SED52803,0,6,0,0,0,0,0,0,0,6,3,41,0,0,0,0,0,0,0,46,54,164,10,11,7,0,13,7,3,280,0,4,0,0,0,0,0,0,0,10,16,34,3,3,0,0,4,4,0,68,0,7,6,4,0,0,0,0,0,21,135,444,117,44,25,15,81,31,8,904,0,0,0,0,0,0,3,0,0,3,38,45,42,16,10,0,34,11,0,197,82,59,119,42,12,14,71,17,7,422,295,111,2318,99,75,53,693,200,72,3915,8,5,48,19,8,12,65,40,0,214,19,3,23,9,3,0,61,9,0,131,4,4,14,0,0,0,8,11,0,45,11,14,40,8,0,6,63,23,27,199,675,937,2746,264,152,109,1106,363,122,6465,0,3,0,0,0,0,0,0,0,5,0,23,0,0,0,0,0,0,0,33,44,154,5,18,22,4,0,4,0,253,0,5,0,5,0,0,0,0,0,12
SED52903,3,6,0,0,0,0,0,0,0,6,9,24,0,0,0,0,0,0,0,36,61,86,10,15,7,7,7,6,3,198,0,4,0,0,0,0,0,0,0,3,12,62,0,16,7,0,0,5,0,101,9,13,0,9,0,0,0,0,0,28,192,410,59,75,54,18,16,41,9,878,5,0,0,0,0,0,0,0,0,3,44,62,31,49,10,14,10,22,4,239,77,72,40,74,22,15,18,24,8,349,309,163,914,210,79,56,224,250,55,2252,9,14,12,26,8,18,9,14,3,115,20,18,12,19,7,11,10,14,5,107,8,4,5,5,0,0,4,7,0,31,13,28,40,22,4,11,26,36,37,220,752,964,1120,515,202,139,321,418,121,4562,6,10,0,0,0,0,0,0,0,14,11,39,0,0,4,0,0,0,0,50,79,230,9,24,22,5,0,9,6,383,0,17,0,0,0,0,0,0,0,20
SED53004,0,5,0,0,3,0,0,0,0,13,8,97,0,4,3,0,0,0,0,117,131,276,21,11,30,6,6,6,3,488,3,7,0,0,0,0,0,0,0,17,39,102,10,7,7,3,0,0,5,182,25,29,7,8,7,0,0,0,0,66,419,1129,153,100,162,68,43,60,16,2154,0,0,0,0,0,0,0,0,0,0,127,155,109,43,33,25,24,24,12,543,164,145,157,75,52,41,38,24,5,688,335,173,1668,157,147,122,286,258,41,3192,3,6,21,9,12,11,14,30,0,112,20,9,23,10,10,10,22,13,0,119,22,15,16,0,4,8,5,9,0,77,16,22,25,13,16,7,7,13,17,135,1313,2161,2208,456,483,307,454,439,96,7919,0,24,0,0,0,0,0,0,0,27,7,81,0,4,3,0,0,0,0,99,73,315,14,24,55,10,0,0,7,498,5,23,0,0,0,0,0,0,0,32
SED53105,3,3,0,0,0,0,0,0,0,4,6,41,0,0,0,0,0,0,5,52,84,234,47,19,36,14,21,11,3,476,0,14,0,5,3,0,0,0,0,20,17,59,10,10,12,0,0,0,0,102,7,12,3,4,4,0,0,0,0,33,253,810,226,88,133,57,126,77,19,1783,0,3,0,5,0,0,0,0,0,9,81,68,112,33,32,19,47,10,0,407,126,134,202,90,52,40,99,55,10,805,327,151,2022,203,161,113,516,339,73,3906,8,11,51,24,12,26,48,59,4,248,19,15,42,13,14,11,30,25,0,161,12,21,35,3,4,0,18,10,0,94,15,21,48,10,13,8,48,31,24,217,959,1589,2790,503,471,300,954,620,138,8319,3,12,0,0,0,0,0,0,0,12,4,54,0,6,5,0,0,0,0,73,67,266,19,64,45,17,3,9,5,486,3,17,0,4,5,4,0,0,0,30
SED53204,3,3,0,0,0,0,0,0,0,10,8,55,0,0,4,0,0,0,0,73,152,293,32,19,43,23,31,11,3,604,0,15,0,5,0,0,0,0,0,22,24,70,8,4,10,7,0,5,0,127,14,20,0,3,8,0,5,0,0,46,416,1053,210,123,167,98,122,81,22,2295,0,0,4,0,0,0,0,0,0,5,94,107,108,50,35,23,48,32,11,497,188,149,204,99,68,66,74,58,9,912,385,143,1850,182,185,127,394,294,54,3613,4,9,18,18,15,26,28,49,5,171,32,16,37,18,10,6,22,34,4,185,16,16,27,9,10,3,17,6,3,116,19,19,38,12,14,12,30,26,26,191,1364,1963,2537,551,563,393,772,600,129,8867,4,18,0,0,3,0,0,0,0,25,5,41,0,0,4,0,0,0,0,50,81,268,30,43,78,39,6,8,8,558,3,17,0,5,5,0,0,0,0,28
