SED_CODE_2021,D_15_17_FPEAW_MPEFT,D_15_17_FPEAW_MPEPT,D_15_17_FPEAW_MPEAW,D_15_17_FPEAW_MPEHNS,D_15_17_FPEAW_MPET,D_15_17_FPEAW_MPULFTW,D_15_17_FPEAW_MPULPTW,D_15_17_FPEAW_MPUT,D_15_17_FPEAW_MPTLF,D_15_17_FPEAW_MPNLF,D_15_17_FPEAW_MPLFSNS,D_15_17_FPEAW_T,D_15_17_FPHNS_MPEFT,D_15_17_FPHNS_MPEPT,D_15_17_FPHNS_MPEAW,D_15_17_FPHNS_MPEHNS,D_15_17_FPHNS_MPET,D_15_17_FPHNS_MPULFTW,D_15_17_FPHNS_MPULPTW,D_15_17_FPHNS_MPUT,D_15_17_FPHNS_MPTLF,D_15_17_FPHNS_MPNLF,D_15_17_FPHNS_MPLFSNS,D_15_17_FPHNS_T,D_15_17_FPET_MPEFT,D_15_17_FPET_MPEPT,D_15_17_FPET_MPEAW,D_15_17_FPET_MPEHNS,D_15_17_FPET_MPET,D_15_17_FPET_MPULFTW,D_15_17_FPET_MPULPTW,D_15_17_FPET_MPUT,D_15_17_FPET_MPTLF,D_15_17_FPET_MPNLF,D_15_17_FPET_MPLFSNS,D_15_17_FPET_T,D_15_17_FPULFTW_MPEFT,D_15_17_FPULFTW_MPEPT,D_15_17_FPULFTW_MPEAW,D_15_17_FPULFTW_MPEHNS,D_15_17_FPULFTW_MPET,D_15_17_FPULFTW_MPULFTW,D_15_17_FPULFTW_MPULPTW,D_15_17_FPULFTW_MPUT,D_15_17_FPULFTW_MPTLF,D_15_17_FPULFTW_MPNLF,D_15_17_FPULFTW_MPLFSNS,D_15_17_FPULFTW_T,D_15_17_FPULPTW_MPEFT,D_15_17_FPULPTW_MPEPT,D_15_17_FPULPTW_MPEAW,D_15_17_FPULPTW_MPEHNS,D_15_17_FPULPTW_MPET,D_15_17_FPULPTW_MPULFTW,D_15_17_FPULPTW_MPULPTW,D_15_17_FPULPTW_MPUT,D_15_17_FPULPTW_MPTLF,D_15_17_FPULPTW_MPNLF,D_15_17_FPULPTW_MPLFSNS,D_15_17_FPULPTW_T,D_15_17_FPUT_MPEFT,D_15_17_FPUT_MPEPT,D_15_17_FPUT_MPEAW,D_15_17_FPUT_MPEHNS,D_15_17_FPUT_MPET,D_15_17_FPUT_MPULFTW,D_15_17_FPUT_MPULPTW,D_15_17_FPUT_MPUT,D_15_17_FPUT_MPTLF,D_15_17_FPUT_MPNLF,D_15_17_FPUT_MPLFSNS,D_15_17_FPUT_T,D_15_17_FPTLF_MPEFT,D_15_17_FPTLF_MPEPT,D_15_17_FPTLF_MPEAW,D_15_17_FPTLF_MPEHNS,D_15_17_FPTLF_MPET,D_15_17_FPTLF_MPULFTW,D_15_17_FPTLF_MPULPTW,D_15_17_FPTLF_MPUT,D_15_17_FPTLF_MPTLF,D_15_17_FPTLF_MPNLF,D_15_17_FPTLF_MPLFSNS,D_15_17_FPTLF_T,D_15_17_FPNLF_MPEFT,D_15_17_FPNLF_MPEPT,D_15_17_FPNLF_MPEAW,D_15_17_FPNLF_MPEHNS,D_15_17_FPNLF_MPET,D_15_17_FPNLF_MPULFTW,D_15_17_FPNLF_MPULPTW,D_15_17_FPNLF_MPUT,D_15_17_FPNLF_MPTLF,D_15_17_FPNLF_MPNLF,D_15_17_FPNLF_MPLFSNS,D_15_17_FPNLF_T,D_15_17_FPLFSNS_MPEFT,D_15_17_FPLFSNS_MPEPT,D_15_17_FPLFSNS_MPEAW,D_15_17_FPLFSNS_MPEHNS,D_15_17_FPLFSNS_MPET,D_15_17_FPLFSNS_MPULFTW,D_15_17_FPLFSNS_MPULPTW,D_15_17_FPLFSNS_MPUT,D_15_17_FPLFSNS_MPTLF,D_15_17_FPLFSNS_MPNLF,D_15_17_FPLFSNS_MPLFSNS,D_15_17_FPLFSNS_T,D_15_17_FPT_MPEFT,D_15_17_FPT_MPEPT,D_15_17_FPT_MPEAW,D_15_17_FPT_MPEHNS,D_15_17_FPT_MPET,D_15_17_FPT_MPULFTW,D_15_17_FPT_MPULPTW,D_15_17_FPT_MPUT,D_15_17_FPT_MPTLF,D_15_17_FPT_MPNLF,D_15_17_FPT_MPLFSNS,D_15_17_FPT_T,D_18_20_FPEFT_MPEFT,D_18_20_FPEFT_MPEPT,D_18_20_FPEFT_MPEAW,D_18_20_FPEFT_MPEHNS,D_18_20_FPEFT_MPET,D_18_20_FPEFT_MPULFTW,D_18_20_FPEFT_MPULPTW,D_18_20_FPEFT_MPUT,D_18_20_FPEFT_MPTLF,D_18_20_FPEFT_MPNLF,D_18_20_FPEFT_MPLFSNS,D_18_20_FPEFT_T,D_18_20_FPEPT_MPEFT,D_18_20_FPEPT_MPEPT,D_18_20_FPEPT_MPEAW,D_18_20_FPEPT_MPEHNS,D_18_20_FPEPT_MPET,D_18_20_FPEPT_MPULFTW,D_18_20_FPEPT_MPULPTW,D_18_20_FPEPT_MPUT,D_18_20_FPEPT_MPTLF,D_18_20_FPEPT_MPNLF,D_18_20_FPEPT_MPLFSNS,D_18_20_FPEPT_T,D_18_20_FPEAW_MPEFT,D_18_20_FPEAW_MPEPT,D_18_20_FPEAW_MPEAW,D_18_20_FPEAW_MPEHNS,D_18_20_FPEAW_MPET,D_18_20_FPEAW_MPULFTW,D_18_20_FPEAW_MPULPTW,D_18_20_FPEAW_MPUT,D_18_20_FPEAW_MPTLF,D_18_20_FPEAW_MPNLF,D_18_20_FPEAW_MPLFSNS,D_18_20_FPEAW_T,D_18_20_FPHNS_MPEFT,D_18_20_FPHNS_MPEPT,D_18_20_FPHNS_MPEAW,D_18_20_FPHNS_MPEHNS,D_18_20_FPHNS_MPET,D_18_20_FPHNS_MPULFTW,D_18_20_FPHNS_MPULPTW,D_18_20_FPHNS_MPUT,D_18_20_FPHNS_MPTLF,D_18_20_FPHNS_MPNLF,D_18_20_FPHNS_MPLFSNS,D_18_20_FPHNS_T,D_18_20_FPET_MPEFT,D_18_20_FPET_MPEPT,D_18_20_FPET_MPEAW,D_18_20_FPET_MPEHNS,D_18_20_FPET_MPET,D_18_20_FPET_MPULFTW,D_18_20_FPET_MPULPTW,D_18_20_FPET_MPUT,D_18_20_FPET_MPTLF,D_18_20_FPET_MPNLF,D_18_20_FPET_MPLFSNS,D_18_20_FPET_T,D_18_20_FPULFTW_MPEFT,D_18_20_FPULFTW_MPEPT,D_18_20_FPULFTW_MPEAW,D_18_20_FPULFTW_MPEHNS,D_18_20_FPULFTW_MPET,D_18_20_FPULFTW_MPULFTW,D_18_20_FPULFTW_MPULPTW,D_18_20_FPULFTW_MPUT,D_18_20_FPULFTW_MPTLF,D_18_20_FPULFTW_MPNLF,D_18_20_FPULFTW_MPLFSNS,D_18_20_FPULFTW_T,D_18_20_FPULPTW_MPEFT,D_18_20_FPULPTW_MPEPT,D_18_20_FPULPTW_MPEAW,D_18_20_FPULPTW_MPEHNS,D_18_20_FPULPTW_MPET,D_18_20_FPULPTW_MPULFTW,D_18_20_FPULPTW_MPULPTW,D_18_20_FPULPTW_MPUT
SED51804,18,0,0,0,17,0,0,0,17,0,0,17,5,0,0,0,8,0,0,0,4,0,0,9,879,110,8,3,1003,12,3,21,1027,42,0,1067,3,0,0,0,3,0,0,0,8,0,0,8,21,3,0,0,20,3,0,3,18,0,0,18,19,3,0,0,27,5,0,5,29,0,0,29,898,117,8,3,1033,20,3,22,1050,42,0,1097,198,21,0,4,227,3,0,3,232,18,0,254,0,0,0,0,0,0,0,0,0,0,0,0,1100,135,9,11,1254,22,5,28,1288,62,0,1349,218,37,0,0,249,6,0,6,263,8,0,270,287,43,5,0,339,3,0,5,342,21,0,365,13,4,4,0,21,0,0,0,21,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,517,85,14,0,608,15,0,14,622,34,0,659,3,0,0,0,3,0,0,0,3,0,0,3,4,0,0,0,4,0,0,0
SED51902,11,7,5,0,17,0,0,0,17,0,0,17,7,0,0,7,7,0,0,0,7,0,0,7,727,76,32,4,837,12,0,11,850,33,0,881,0,0,0,0,3,0,0,0,3,0,0,6,10,0,5,0,11,0,0,0,11,0,0,11,10,0,0,0,20,0,0,0,20,0,0,19,739,80,33,4,855,12,0,11,865,31,0,900,184,14,14,6,221,0,0,0,219,17,0,242,0,0,0,0,0,0,0,0,0,0,0,0,924,91,51,14,1079,11,0,13,1091,46,3,1139,106,22,0,0,132,0,0,0,131,7,0,140,98,9,4,0,112,0,0,0,112,3,0,115,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,3,0,0,0,3,0,0,3,215,29,12,0,251,0,0,0,252,8,0,263,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0
SED52006,13,0,6,0,19,0,0,0,19,4,0,23,0,0,0,3,7,0,0,0,7,0,0,7,512,58,28,8,605,7,0,6,613,24,0,639,0,3,0,0,9,0,0,0,10,0,0,10,8,0,0,0,9,0,0,0,9,0,0,9,9,4,0,0,17,0,0,0,19,0,0,19,523,58,28,11,624,13,0,11,633,24,0,659,73,9,5,3,88,0,0,0,86,17,0,108,0,0,0,0,0,0,0,0,0,0,3,3,604,73,30,13,714,12,0,11,727,43,3,770,85,7,0,0,99,0,3,6,105,0,0,106,73,9,0,0,87,4,0,3,92,9,0,97,0,0,3,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,166,18,8,4,196,3,0,5,201,11,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED52102,11,5,3,0,20,0,0,0,20,0,0,21,0,0,0,0,10,0,0,0,10,0,0,3,564,58,12,6,642,3,0,3,646,32,0,687,6,0,0,0,3,0,0,0,6,0,0,6,10,0,0,0,9,0,0,0,9,0,0,9,12,3,0,0,15,0,0,0,15,0,0,15,578,63,15,6,661,9,0,5,665,32,0,706,95,14,4,4,119,9,0,12,128,23,0,148,0,0,0,0,0,0,0,0,0,0,4,3,676,80,19,8,779,10,5,20,794,58,7,854,109,10,3,0,121,0,0,5,123,3,0,131,83,10,0,0,91,3,0,0,97,8,0,104,4,0,3,0,3,0,0,0,3,0,0,3,0,0,0,0,6,0,0,0,6,0,0,6,195,22,9,0,221,0,3,4,225,9,0,235,4,0,0,0,4,0,0,0,4,0,0,4,5,0,0,0,3,0,0,0
SED52205,0,6,4,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,398,79,14,3,490,8,3,9,499,25,0,526,4,0,0,0,4,0,0,0,6,0,0,6,3,4,0,0,5,0,0,0,5,0,0,8,4,4,0,0,10,0,0,0,9,0,0,12,402,79,17,3,496,11,3,13,506,21,0,536,59,9,0,0,68,4,0,4,72,15,0,84,0,0,0,0,0,0,0,0,0,0,0,3,464,92,17,0,570,12,3,12,579,38,0,622,105,13,0,0,121,0,0,0,124,13,0,132,87,11,0,0,99,0,0,0,99,9,0,109,0,3,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,187,31,0,6,221,0,0,0,226,17,0,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED52301,6,0,4,0,8,0,0,0,8,0,0,8,0,0,0,0,6,6,0,6,8,0,0,8,481,49,25,8,557,7,0,7,563,21,0,588,3,0,0,5,5,0,0,0,5,0,0,5,4,5,0,0,5,0,0,0,5,0,0,5,6,5,0,5,9,0,0,0,9,0,0,9,488,54,25,8,570,7,0,7,573,21,0,598,38,6,3,0,53,0,0,0,56,20,0,77,0,0,0,0,0,0,0,0,0,0,0,0,527,61,27,12,625,4,0,4,627,43,4,676,30,6,0,0,32,0,0,0,32,0,0,35,16,7,3,0,26,0,0,0,26,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,10,5,0,56,0,0,0,60,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED52404,7,0,3,0,12,0,0,0,12,6,0,18,3,0,0,0,7,0,0,0,7,0,0,7,754,79,22,4,858,15,0,15,874,33,0,910,3,0,0,0,3,0,0,0,3,0,0,3,10,0,0,0,10,0,0,0,10,0,0,11,15,0,0,0,15,0,0,0,16,0,0,18,767,79,22,4,878,19,0,18,890,32,0,927,91,9,0,0,101,3,0,5,106,19,0,120,0,0,0,0,0,0,0,0,0,0,0,0,861,84,24,4,975,20,0,17,991,49,0,1045,160,11,4,5,182,3,0,3,183,9,0,195,174,20,3,0,195,3,0,3,202,10,0,213,4,0,0,0,4,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,339,34,11,6,387,9,0,9,394,14,0,408,5,0,0,0,5,3,0,3,7,0,0,7,13,0,0,0,14,0,0,0
SED52505,24,0,7,0,31,0,0,0,31,6,0,32,4,0,0,0,0,0,0,0,0,0,0,0,1012,99,29,10,1151,19,3,22,1169,46,3,1223,8,4,0,0,14,5,0,5,12,0,0,20,10,4,0,0,17,0,0,0,13,0,0,15,18,12,0,0,29,5,0,5,29,0,0,31,1032,111,29,9,1177,25,3,25,1202,46,3,1254,144,20,5,0,163,5,0,5,170,17,3,192,0,0,0,0,5,0,0,0,5,0,0,5,1177,133,30,14,1348,28,6,33,1376,65,7,1450,243,23,0,0,268,0,0,0,272,8,0,279,212,31,4,0,247,5,3,6,250,11,0,264,11,0,0,0,15,0,0,0,15,0,3,19,4,0,0,4,5,0,0,0,6,0,0,8,466,52,10,10,531,9,6,8,544,17,3,564,0,0,0,0,5,0,0,0,5,0,0,11,7,0,0,0,7,3,0,3
SED52604,8,0,3,0,15,0,0,0,15,3,0,11,0,0,0,4,0,0,0,0,0,0,0,0,775,64,20,0,859,22,0,23,884,28,5,914,6,0,0,0,6,0,0,0,7,0,0,7,16,0,0,0,15,0,0,0,15,0,0,18,24,0,0,0,24,0,0,0,23,0,0,23,792,64,24,0,884,21,0,22,907,26,5,937,106,10,7,0,127,3,0,3,129,4,0,139,0,0,0,0,0,0,0,0,0,0,0,0,901,81,28,8,1014,21,0,22,1037,34,5,1072,156,14,0,0,167,0,0,3,173,3,0,177,152,17,7,0,177,4,4,3,182,9,0,190,9,0,0,0,9,0,0,0,9,0,0,7,0,0,0,3,3,0,0,0,3,0,0,3,314,30,7,3,350,9,3,9,360,12,0,379,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,11,0,0,0
SED52702,10,0,3,0,17,0,0,0,17,6,0,19,8,0,0,0,3,0,0,0,3,0,0,3,771,87,23,11,890,11,3,16,905,25,0,934,4,0,0,0,4,0,0,0,6,0,0,6,12,0,0,0,19,0,0,0,19,0,0,19,14,0,0,0,18,0,0,0,19,0,0,19,786,93,23,12,907,13,3,19,923,25,0,951,110,10,4,0,125,0,0,0,125,10,0,142,0,0,0,0,0,0,0,0,0,0,0,0,895,102,23,17,1037,13,3,19,1053,37,3,1088,151,7,13,3,171,0,0,0,170,8,0,178,135,19,5,0,162,4,0,4,161,5,0,165,3,3,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,286,26,16,4,337,4,0,4,338,9,0,350,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0
SED52803,9,0,0,5,16,0,0,0,16,0,0,16,0,0,0,0,5,0,0,0,5,0,0,3,396,41,18,9,459,0,0,6,464,17,0,479,3,0,0,0,3,0,0,0,4,0,0,4,5,0,0,0,3,0,0,0,3,0,0,3,7,0,0,0,4,0,0,0,10,0,0,10,400,41,18,12,467,3,0,4,470,17,0,486,51,3,0,0,62,6,0,6,67,11,0,80,0,0,0,0,0,0,0,0,0,0,3,4,457,45,19,10,528,7,0,12,540,31,3,569,14,0,0,0,18,0,0,0,18,0,0,19,8,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,4,0,0,30,0,0,0,29,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED52903,6,0,3,4,15,0,0,0,15,0,0,15,0,0,0,6,6,0,0,0,6,0,0,6,192,29,7,8,233,4,0,6,237,18,0,250,3,0,0,0,3,4,0,4,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,4,0,4,4,3,0,9,194,24,7,8,233,10,0,9,240,19,0,266,20,5,0,0,29,9,0,9,36,46,0,79,0,0,0,0,0,0,0,0,0,0,5,4,210,33,11,8,256,17,0,19,280,66,0,342,16,0,0,0,15,0,0,0,15,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,5,5,0,0,0,5,0,0,5,13,0,0,0,23,0,0,0,23,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED53004,6,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,3,0,0,0,3,0,0,3,741,93,11,7,853,10,0,13,866,42,0,903,4,0,0,0,3,0,0,0,3,3,0,7,10,3,0,0,17,0,0,0,18,0,0,14,16,3,0,0,19,0,0,0,19,0,0,24,756,98,11,7,874,10,0,8,886,42,0,923,93,9,5,0,110,0,0,0,110,10,0,122,0,0,0,0,0,0,0,0,0,0,0,5,857,106,11,7,982,10,0,8,997,53,0,1048,156,9,6,0,177,0,0,0,181,5,0,184,171,27,4,4,204,3,0,3,211,0,0,211,3,0,4,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,326,37,17,4,383,9,0,9,390,9,0,398,3,0,0,0,3,0,0,0,3,0,0,3,4,0,0,0,8,0,0,3
SED53105,3,4,0,0,10,0,0,0,7,0,0,13,0,0,0,4,12,0,0,0,12,0,0,12,584,62,19,6,670,7,7,10,681,27,4,715,3,0,0,0,8,0,0,0,8,0,0,9,8,0,0,0,14,6,0,3,20,0,0,22,17,4,0,0,23,6,0,3,26,4,0,27,600,68,19,10,698,6,6,14,708,32,4,739,117,15,4,6,146,8,0,8,149,27,4,183,4,0,0,0,4,0,0,0,4,0,3,5,724,82,22,17,846,11,6,19,867,57,8,932,113,18,4,0,133,0,0,0,134,5,0,137,91,8,4,0,101,0,0,0,101,7,0,110,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,199,25,3,3,235,0,0,4,240,20,0,252,5,0,0,0,5,0,0,0,7,0,0,7,5,3,0,0,3,0,0,0
SED53204,19,0,5,0,22,0,0,0,22,0,0,22,4,0,0,5,9,0,0,0,9,0,0,11,938,111,22,14,1090,14,4,18,1108,38,3,1143,0,3,0,0,9,0,0,0,8,0,0,10,14,3,0,0,21,0,0,4,23,0,0,24,14,7,0,0,28,0,0,5,28,5,0,29,955,120,25,14,1115,17,6,25,1141,38,3,1176,168,43,5,9,230,9,0,9,231,29,0,267,6,0,0,0,0,0,0,0,0,0,4,6,1128,164,26,31,1352,21,6,27,1372,66,3,1449,209,23,5,0,241,3,0,5,243,7,0,253,175,29,6,4,210,7,0,7,221,4,0,226,3,0,0,0,9,0,0,0,7,0,0,7,5,0,0,3,3,0,0,0,3,0,0,11,393,49,17,9,464,10,0,9,478,20,0,496,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,3,0,3
SED53306,10,0,0,0,12,0,0,0,9,0,0,8,5,0,0,3,9,0,0,0,6,0,0,6,458,60,16,0,538,6,0,6,546,38,0,585,9,0,0,0,9,0,3,3,4,5,0,12,7,0,0,0,7,0,0,0,7,0,0,7,14,0,0,0,14,0,3,3,16,5,0,16,467,60,16,0,551,6,3,13,563,42,0,602,64,15,6,0,88,5,0,4,92,21,0,108,0,0,0,0,0,0,0,0,0,0,0,8,534,79,22,6,638,10,6,17,651,58,3,717,65,10,3,0,82,0,0,0,82,7,0,85,62,8,0,0,76,0,0,0,69,3,0,78,0,0,3,0,6,0,0,0,6,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,125,22,4,3,158,0,0,0,159,14,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED53402,5,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,5,0,0,0,5,0,0,5,452,67,15,0,536,13,0,14,552,17,0,569,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,15,0,0,0,15,5,0,16,11,0,0,0,14,0,0,0,14,5,0,15,464,69,14,0,549,13,0,14,564,22,0,589,75,10,0,5,92,0,0,3,94,10,0,106,0,0,0,0,0,0,0,0,0,0,0,0,543,77,14,10,641,13,4,19,657,34,0,692,130,7,0,0,142,6,0,6,147,5,0,154,106,22,3,0,132,0,0,0,132,5,0,136,4,0,0,0,9,0,0,0,9,0,0,9,0,0,0,3,3,0,0,0,3,0,0,3,243,30,9,3,280,6,0,6,289,7,0,295,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,0,0
SED53502,11,3,0,0,19,0,0,0,19,0,0,20,3,0,0,0,4,0,0,0,4,0,0,4,521,58,8,3,598,7,4,8,608,20,0,628,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,8,11,0,0,0,8,0,0,0,12,0,0,11,534,61,8,3,610,3,4,9,614,21,0,640,82,10,3,5,105,5,0,5,109,11,0,116,0,0,0,0,0,0,0,0,0,0,0,5,616,74,13,8,716,10,4,15,726,34,0,764,97,7,6,0,108,6,0,3,114,10,0,123,84,11,0,0,90,5,0,5,92,0,0,95,3,0,5,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,187,14,7,3,214,3,0,5,220,10,0,231,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0
SED53602,6,4,0,0,6,0,0,0,6,0,0,6,4,0,0,8,15,0,0,0,12,3,0,15,385,80,4,13,488,6,3,14,498,45,3,546,5,4,0,0,17,0,0,0,15,3,0,19,16,8,0,0,26,0,0,0,26,4,0,32,18,14,0,0,40,0,0,4,44,9,0,52,409,93,4,15,523,7,5,16,537,55,4,593,143,56,6,3,207,8,6,17,227,125,0,349,0,0,0,0,0,0,0,0,0,0,4,7,552,144,13,20,736,19,15,30,763,177,7,947,121,15,4,0,143,0,0,0,143,3,0,148,98,29,0,0,138,6,0,6,136,19,0,154,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,4,0,0,0,0,0,0,6,225,50,3,3,282,4,0,4,286,24,0,308,12,0,0,0,10,0,0,0,13,0,0,13,4,0,0,0,9,0,0,0
SED53701,4,0,0,0,6,0,0,0,6,0,0,12,3,0,0,12,12,0,0,0,14,0,0,17,303,51,10,13,379,7,0,10,388,18,0,405,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,8,0,0,8,8,0,0,0,8,0,0,0,9,0,0,9,309,51,10,13,387,10,0,11,394,18,0,416,52,7,0,3,61,0,0,0,61,11,0,76,0,0,0,0,7,0,0,0,7,0,0,7,362,57,13,15,448,10,0,11,463,39,0,499,32,0,0,0,31,0,0,0,31,3,0,35,31,0,0,0,29,0,0,0,29,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,64,0,0,0,66,5,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED53802,6,0,0,0,8,0,0,0,8,0,0,8,6,4,0,6,11,0,0,0,11,0,0,14,502,66,0,10,577,9,4,16,586,36,0,625,6,4,0,0,6,0,0,0,12,0,0,12,8,0,0,0,7,0,0,0,7,0,0,12,10,0,0,0,17,0,0,0,16,0,0,23,515,72,0,10,593,15,4,16,610,39,0,643,114,30,3,3,146,12,6,16,165,34,0,204,0,0,0,0,0,0,0,0,0,0,0,0,627,103,9,12,743,16,12,36,776,72,0,845,138,28,0,0,163,5,0,5,169,7,0,173,140,19,3,0,166,0,3,3,166,7,0,174,8,0,0,0,8,0,0,0,8,0,0,8,0,0,0,3,7,0,0,0,7,0,0,7,286,45,9,3,342,4,3,9,345,15,0,356,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0
SED53902,10,0,0,0,11,0,0,0,11,0,0,11,0,0,0,0,6,0,0,0,6,0,0,6,498,71,4,3,578,12,3,16,598,21,0,612,0,0,0,0,4,0,0,0,9,0,0,9,7,0,0,0,7,4,0,4,14,4,0,10,11,0,0,0,14,3,0,3,18,4,0,22,510,71,5,3,592,15,3,22,610,20,0,634,86,10,0,0,98,3,0,3,103,14,0,118,4,0,0,0,9,0,0,0,9,0,0,9,600,88,5,10,696,18,3,22,718,36,0,758,149,26,3,0,177,0,0,0,181,8,0,187,139,26,0,0,166,5,0,5,174,5,0,172,0,0,0,0,4,0,0,0,4,0,0,12,0,3,0,3,0,0,0,0,0,0,0,0,289,55,6,3,354,9,0,9,361,14,0,379,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0
SED54006,13,6,4,0,23,0,0,0,23,0,0,23,3,0,0,3,9,0,0,0,9,0,0,9,621,53,26,14,714,8,0,11,719,34,0,755,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,12,0,0,0,15,0,0,15,11,0,0,0,15,0,0,0,16,0,0,16,635,60,26,14,725,10,0,8,733,34,0,771,92,9,14,9,116,8,0,8,127,30,0,154,0,0,0,0,0,0,0,0,0,0,3,3,723,69,33,14,846,19,0,20,860,60,3,930,49,3,0,0,58,0,0,0,58,0,0,59,47,4,0,0,53,0,0,0,57,6,0,55,3,0,0,0,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,97,16,3,0,118,0,0,0,118,5,0,121,3,0,0,0,5,0,0,0,5,0,0,5,5,0,0,0,5,0,0,0
SED54104,5,0,0,0,9,0,0,0,9,3,0,11,0,0,0,3,6,0,0,0,6,0,0,7,681,87,4,5,780,11,4,16,800,46,0,846,13,0,0,0,12,4,3,3,18,0,0,18,15,0,0,0,15,0,0,0,15,0,0,18,25,0,0,0,24,0,3,6,32,0,0,35,708,88,4,5,805,15,7,26,827,47,0,879,146,10,0,0,160,4,0,6,165,9,0,173,0,0,0,0,0,0,0,0,0,0,3,3,857,96,5,11,962,17,9,25,990,59,0,1050,218,25,0,0,251,8,0,5,258,10,3,268,228,32,3,0,263,0,0,0,269,11,0,280,5,0,4,0,12,0,0,0,12,0,0,12,4,0,0,0,4,0,0,0,4,0,0,4,464,54,3,0,534,8,5,9,538,26,3,567,3,0,0,0,5,0,0,0,7,0,0,7,3,0,0,0,3,0,0,0
SED54203,6,0,3,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,120,16,16,6,157,0,0,0,159,14,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,16,16,6,157,3,0,3,158,14,0,170,4,0,0,0,4,0,0,5,10,16,0,21,0,0,0,0,0,0,0,0,0,0,0,0,126,16,16,6,159,6,0,0,167,29,0,192,4,0,0,0,4,0,0,0,4,0,0,4,8,0,0,0,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
